Anno,Regione,Comune,Localita,Codice stazione,Bacino idrografico,Corpo idrico,Livello di contaminazione,Campioni,Misure,n misure positive,Sostanze cercate,Sostanze trovate,Pesticidi totali,x,y
2020,Basilicata,Scanzano Jonico,,IT017-AG03,Agri,,Non quantificabile,2,180,23,83,0,0.0257,1857515.58156832,4898826.38454772
2020,Sardegna,,,0176-CF004600-ST01,,RIU RIZZOLU,Non quantificabile,5,43,0,14,0,,991525.821500077,4956387.18154113
2020,Basilicata,Venosa,,IT017-OF-P02-F,Ofanto,,Non quantificabile,2,180,35,83,0,0.0539,1753526.26692747,5013724.26862125
2020,Basilicata,Atella,,IT017-OF-P07-F,Ofanto,,Non quantificabile,2,180,23,83,0,0.1016,1741688.51603857,4993018.85518299
2020,Basilicata,Rotondella,,IT017-SI02,Sinni,,Non quantificabile,2,180,10,83,0,0.007,1853374.36415627,4889837.61729336
2020,Provincia Autonoma di Bolzano/Bozen,Fortezza,a monte di Fortezza,11205,Adige,Fiume Isarco,Non quantificabile,11,1861,2,162,0,0.02,1290102.43770286,5909767.2192712
2020,Provincia Autonoma di Bolzano/Bozen,Monguelfo-Tesido,a valle depuratore Wasserfeld a Monguelfo,11303,Adige,Fiume Rienza,Non quantificabile,6,1018,0,162,0,,1345608.03642655,5902993.89975133
2020,Provincia Autonoma di Bolzano/Bozen,Caldaro sulla Strada del Vino,Lago di Caldaro (max. profondità),12022,Adige,Lago di Caldaro,Non quantificabile,12,2030,0,162,0,,1253965.72670227,5841362.76803
2020,Lazio,Sabaudia,,T2.63,Rio Martino,Lago di Monaci,Non quantificabile,4,372,0,92,0,,1439437.40654062,5068773.18733263
2020,Basilicata,Senise,,IT017-SI-P02-F,Sinni,,Non quantificabile,2,180,3,83,0,0.0006,1813031.54605663,4883556.20256587
2020,Basilicata,Tursi,,IT017-GN01,Agri,,Non quantificabile,3,270,29,83,0,0.0294,1832844.21285994,4908865.94999693
2020,Toscana,CALCI,,IT09S1113#POT-090,,,Non quantificabile,3,304,3,101,0,0.036,1173069.95282657,5426185.97774677
2020,Toscana,RIPARBELLA,,IT09S1479#MAS-918,,TORRENTE LE BOTRA,Non quantificabile,2,200,2,99,0,0.007,1178336.81182955,5364926.6306242
2020,Toscana,VERNIO,,IT09S1594#MAS-552,,FIUME BISENZIO MONTE,Non quantificabile,6,612,19,102,0,0.134,1241310.60945777,5472151.43045105
2020,Toscana,CHIUSDINO,,IT09S2149#MAS-993 VTP-100,,FIUME FECCIA,Non quantificabile,3,306,1,101,0,0.006,1243449.4372326,5337754.46692066
2020,Toscana,CECINA,,IT09S1233#MAS-071,,FIUME CECINA VALLE,Non quantificabile,1,100,0,99,0,,1170462.79761463,5360061.67565442
2020,Marche,,,R1101932CH,Fiume Chienti,Fiume Chienti Tratto 2 C.I._C,Non quantificabile,4,100,2,26,0,0.083,1474007.69005678,5336109.7349227
2020,Sardegna,,,0301-CF000104-ST01,,RIO DI SANTA LUCIA,Non quantificabile,4,19,0,8,0,,995468.312529298,4750845.01849554
2020,Lazio,Rieti,,L3.41,Velino,Lago Lungo,Non quantificabile,6,558,0,92,0,,1430313.82174194,5231909.98016735
2020,Sicilia,Maniace,S. Andrea,IT19RW09407,SIMETO e LAGO di PERGUSA,Torrente Cutò,Non quantificabile,2,451,5,227,0,0.03,1645176.28287775,4559931.71642284
2020,Sardegna,,,0223-CF000103-ST01,,FIUME TALORO,Non quantificabile,3,24,0,8,0,,1032294.35859889,4887866.11086576
2020,Sardegna,,,0222-LA4025,,Tirso a Sos Canales,Non quantificabile,1,25,0,22,0,,1036995.82425257,4946926.46565741
2020,Sardegna,,,0177-CF000101-ST01,,RIU MANNU DI BERCHIDDA,Non quantificabile,3,3,0,1,0,,1042589.18510718,4974262.00032554
2020,Marche,,,R110211SL,Fiume Tenna,Torrente Salino Tratto 1 C.I._A,Non quantificabile,3,52,0,26,0,,1496486.10979768,5322721.04047157
2020,Basilicata,Maratea,,IT017-NO01,Noce,,Non quantificabile,2,180,4,83,0,0.002,1755435.22063215,4857025.42470498
2020,Sardegna,,,0221-AT50460-0548,,Stagno di Cabras,Non quantificabile,2,4,0,3,0,,947421.059840544,4856670.13596582
2020,Sardegna,,,0003-CF000102-ST01,,RIU DI SESTU,Non quantificabile,3,15,1,5,0,0.022,1009713.9790438,4761527.99374686
2020,Marche,RIPE,Ripe,R110095NE,Fiume Misa,Fiume Nevola Tratto 1 C.I._A,Non quantificabile,5,122,1,27,0,0.023,1461078.92688286,5411972.739655
2020,Lazio,Castel Gandolfo,,L4.29,Tevere Basso Corso,Lago di Albano,Non quantificabile,4,372,0,92,0,,1410425.55891259,5123602.35848627
2020,Campania,Morigerati(SA),PonteSP54B,BUT1,BUSSENTO,BUSSENTINO,Non quantificabile,3,5,0,2,0,,1732567.27806764,4886398.86714631
2020,Campania,Vallata(AV),PonteSP235,U1BIS,VOLTURNO,UFITA,Non quantificabile,2,4,0,2,0,,1700392.38879552,5014974.93051187
2020,Sardegna,,,0252-CF000102-ST01,,RIO FLUMENTEPIDO,Non quantificabile,3,15,2,5,0,0.0197,937796.24471476,4747110.81682299
2020,Sardegna,,,0073-LA4011,,Diga di Santa Lucia,Non quantificabile,8,86,1,15,0,0.017,1068243.00744616,4860898.36437454
2020,Sardegna,,,0182-CF000101-ST01,,RIU MANNU DI PORTO TORRES,Non quantificabile,6,46,0,15,0,,954192.603872081,4959055.37325751
2020,Sardegna,,,0036-AT50070-0094,,Stagno di Colustrai,Non quantificabile,1,1,0,1,0,,1067057.61489945,4772771.21606703
2020,Sardegna,,,0177-CF000302-ST01,,RIU MANNU DI OSCHIRI,Entro i limiti,7,74,5,24,1,0.191,1016253.99916008,4971941.16012192
2020,Puglia,Trinitapoli,Fiume Ofanto,CA_FO02,Ofanto,confl. Locone - confl. Foce Ofanto,Superiore ai limiti,4,600,36,143,10,8.355,1792288.46135696,5054616.15568826
2020,Basilicata,Grumento Nova,,IT017-AG01,Agri,,Entro i limiti,7,630,57,83,1,0.0536,1770300.44849089,4909081.16992818
2020,Sardegna,,,0129-CF000103-ST01,,FIUME PADROGIANO,Superiore ai limiti,6,171,6,49,2,1.06,1060939.98041558,4996702.15528749
2020,Provincia Autonoma di Trento,COMANO TERME,CARERA - FOCE,SD000334,Sarca,RIO CARERA,Entro i limiti,4,472,3,119,1,0.23,1209924.43701848,5781896.90427631
2020,Sardegna,,,0102-CF000105-ST01,,FIUME CEDRINO,Entro i limiti,5,157,8,47,2,0.187,1074638.28904833,4924082.57084452
2020,Lazio,Castelforte,,F2.76,Garigliano,Fiume Liri-Garigliano 6,Entro i limiti,10,1154,6,115,1,0.03105,1534965.86879698,5048216.23536758
2020,Veneto,VAZZOLA,VISNÀ,1130,LIVENZA,CANALE IL GHEBO,Entro i limiti,4,329,8,82,1,0.11,1382045.17492176,5754498.4762654
2020,Lazio,Latina,,F2.12,Moscarello,Canale Acque Alte/Moscarello 3,Superiore ai limiti,11,1264,32,115,4,0.382064,1426628.56346504,5076056.5520579
2020,Campania,Mondragone(CE),Pontedellapiana,A2,SAVONE,AGNENA,Superiore ai limiti,8,564,26,73,2,2.16,1549532.08004035,5023793.86030783
2020,Sardegna,,,0008-CF000102-ST01,,RIU DI CORONGIU,Superiore ai limiti,6,133,8,55,2,0.713,1034209.94439818,4753712.64087705
2020,Toscana,SCARLINO,,IT09S1580#MAS-529,,CANALE ALLACCIANTE DI SCARLINO,Entro i limiti,3,300,10,99,1,0.196,1206492.66246184,5302664.32048425
2020,Toscana,CALCINAIA,,IT09S1272#MAS-110,,FIUME ARNO PISANO,Entro i limiti,4,400,51,99,1,0.466,1178125.16914982,5416345.18829918
2020,Toscana,GROSSETO,,IT09S1588#MAS-548,,EMISSARIO DI SAN ROCCO,Superiore ai limiti,5,510,42,101,3,0.896,1229092.22846731,5271475.37710081
2020,Toscana,FOSDINOVO,CANAL DEL MARE - CAPROGNANO (PRIMA INGRESSO),IT09S1127#POT-109,,,Superiore ai limiti,3,306,6,101,2,0.585,1115837.01664275,5484096.99623669
2020,Lazio,Sabaudia,,F2.15,Rio Martino,Canale Acque medie/Rio Martino 3,Entro i limiti,11,1264,20,115,4,0.13,1441955.36160176,5069740.93190836
2020,Lazio,Pontinia,,F2.37,Rio Martino,Fiume Ninfa Sisto 3,Superiore ai limiti,11,1268,42,115,4,0.502,1458334.38816577,5064653.29656381
2020,Campania,Tufo(AV),Branete(zonaindustriale),S5,VOLTURNO,SABATO,Entro i limiti,4,247,3,73,1,0.068,1648657.07301135,5014171.83118948
2020,Puglia,Vernole,Cesine,AT_CE01,Allacciante Campolitano,Cesine,Entro i limiti,4,530,7,126,2,0.0169,2041138.72216815,4918261.32199906
2020,Puglia,Foggia,Fiume Celone,CA_CL02,Candelaro,Fiume Celone_16,Superiore ai limiti,4,596,10,142,3,6.887,1738038.82110276,5097041.36285032
2020,Sicilia,Monreale,Invaso Poma (centro lago),IT19LW04343A,JATO,Invaso Poma,Superiore ai limiti,7,1571,68,219,2,1.3779,1456770.15979609,4578986.34213616
2020,Sardegna,,,0225-CF000100-ST01,,RIU MERD'E CANI,Superiore ai limiti,7,143,24,57,6,9.277,962924.727298641,4847185.01169995
2020,Puglia,Palagiano,Fiume Lato,CA_FL01,Gravina Castellaneta Laterza,Lato,Entro i limiti,4,592,2,141,1,0.33,1888483.31448923,4939250.06623774
2020,Provincia Autonoma di Trento,COMANO TERME,TORRENTE DALO',SD000306,Sarca,TORRENTE DAL,Entro i limiti,4,472,4,119,1,0.22,1210031.63986925,5785328.28560272
2020,Sicilia,Caccamo,Rosamarina  (opera di presa),IT19LW03349,S. LEONARDO,Rosamarina  ,Entro i limiti,2,457,8,230,1,0.34,1519661.44199524,4572931.99209099
2020,Sicilia,Prizzi,Prizzi  (opera di presa),IT19LW06114,VERDURA e bacini minori fra VERDURA e MAGAZZOLO,Prizzi  ,Entro i limiti,2,454,6,228,1,0.113,1492247.23624961,4540064.01819815
2020,Sicilia,Fiumefreddo di Sicilia,Ponticello,IT19RW09501A,Bacini minori fra SIMETO e ALCANTARA,Torrente Fiumefreddo,Superiore ai limiti,9,2004,38,225,2,7.49,1696179.53394209,4549649.91093144
2020,Provincia Autonoma di Trento,NOVELLA,NOVELLA - LOC. MOLINI DI CLOZ,SD000541,Noce,TORRENTE NOVELLA,Entro i limiti,11,1303,4,120,1,0.62,1234201.00355733,5845728.87852942
2020,Provincia Autonoma di Trento,MEZZOLOMBARDO,TORRENTE  NOCE -  Ponte loc. RUPE MEZZOLOMBARDO,SG000011,Noce,TORR. NOCE,Entro i limiti,4,473,1,120,1,0.04,1236040.93518355,5811470.34995231
2020,Campania,Benevento(BN),PonteCorvo,SE,VOLTURNO,SERRETELLE,Superiore ai limiti,7,568,8,75,2,0.85,1641942.22559135,5028477.91339279
2020,Campania,OlevanoSulTusciano(SA),SP29Ac/oGreenParkSportingClub,TU2,TUSCIANO,TUSCIANO,Entro i limiti,5,406,1,73,1,0.248,1671799.0496075,4960263.7670158
2020,Sicilia,Piana degli Albanesi,Piana degli Albanesi  (opera di presa),IT19LW05752,BELICE,Piana degli Albanesi  ,Superiore ai limiti,2,460,7,230,1,0.07518,1480120.3135715,4575057.64448485
2020,Sicilia,Sant'Agata di Militello,Inganno,IT19RW01801,Bacini minori fra ROSMARINO e FURIANO,Inganno,Entro i limiti,7,1610,19,223,1,0.394,1626943.37476727,4586013.60885649
2020,Veneto,SAN GIOVANNI LUPATOTO,PONTE ALTO,1294,FISSERO TARTARO CANALBIANCO,SCOLO AOSETTO,Entro i limiti,4,352,7,80,1,0.24,1232098.52072468,5680880.88890403
2020,Veneto,VENEZIA,MARGHERA,490,B.S. LAGUNA DI VENEZIA,SCOLO LUSORE,Superiore ai limiti,12,1068,76,83,3,3.58,1359768.42260813,5693244.05596455
2020,Toscana,PONTE BUGGIANESE,,IT09S1305#MAS-143 VTP-141,,PADULE DI FUCECCHIO,Superiore ai limiti,2,202,12,101,2,0.321,1201725.65705291,5436563.79517118
2020,Sicilia,Palermo,Fiume Oreto staz.Guadagna,IT19RW03902,ORETO,Fiume Oreto,Superiore ai limiti,9,2071,67,233,3,8.6746,1487385.58006499,4593259.81176331
2020,Sicilia,Agrigento,Fiume Naro staz. 55,IT19RW06802,NARO,Fiume Naro,Superiore ai limiti,8,1729,97,210,3,4.578,1518026.38128178,4473234.53934365
2020,Umbria,Terni,Maratta,IT10NER13,TEVERE,Fiume Nera da F. Velino a limite idroecoregione,Entro i limiti,11,1174,10,103,2,0.36,1403188.56222303,5245386.42005771
2020,Campania,Salerno(SA),RisalendodaFoceIrno,IR2,MINORI,IRNO,Entro i limiti,5,9,2,4,1,0.07,1644595.39728364,4964231.37718463
2020,Campania,ConzadellaCampania(AV),"SS7diruscitaTeora,SP150direzioneTeora,svoltaasxdopo1,5km",O1TER,OFANTO,OFANTO,Superiore ai limiti,5,250,4,75,2,1.35,1699223.34284345,4995442.69684036
2020,Emilia Romagna,BRISIGHELLA,"Lamone al ponte Mulino Rosso, Brisighella",8000200,LAMONE,F. LAMONE,Superiore ai limiti,6,588,11,98,1,1.51,1315490.49681644,5502851.44330168
2020,Umbria,Marsciano,Pieve Caina,IT10CAI1,TEVERE,Torrente Caina da T. Formanuova a F. Nestore,Superiore ai limiti,11,1179,42,103,3,12.78,1365061.80092633,5312370.15695805
2020,Campania,Vairano (CE),sulla SP 96 3km dopo il centro svolta a dx - loc. Manzella,CER2,VOLTURNO,RIO CERRITO,Entro i limiti,6,480,6,71,1,0.2,1575133.16874832,5064981.48953895
2020,Umbria,Attigliano,Attigliano,IT10TVR9,TEVERE,Fiume Tevere 1,Superiore ai limiti,12,1282,26,103,3,0.685,1366792.31887351,5237164.92768127
2020,Puglia,Brindisi,Fiume Grande,CA_GR01,Brindisi Fiume Grande,F.Grande,Entro i limiti,3,390,6,139,1,0.299,2001890.98504107,4957151.02652734
2020,Puglia,Lucera,Torrente Salsola,CA_SA01,Candelaro,Salsola ramo nord,Superiore ai limiti,4,560,10,133,2,3.34,1710839.26071642,5093374.2252472
2020,Sicilia,Partinico,Poma (opera di presa),IT19LW04343,JATO,Poma ,Entro i limiti,2,457,13,230,2,0.149,1456171.48359438,4579595.47516216
2020,Sardegna,,,0129-CF002200-ST02,,RIU DE SU PIRICONE,Entro i limiti,7,89,1,41,1,0.32,1061215.46083359,4985549.52845243
2020,Emilia Romagna,ALFONSINE,"Destra Reno al ponte di Madonna del Bosco, Alfonsine",7000200,DESTRA RENO,CAN. DESTRA RENO,Entro i limiti,6,576,62,95,3,0.905,1342738.25659639,5550158.91100375
2020,Toscana,QUARRATA,,IT09S1291#MAS-129,,TORRENTE OMBRONE_PT MEDIO,Superiore ai limiti,6,608,121,102,11,28.255,1226596.11472922,5444249.97548825
2020,Campania,Albanella(SA),PonteLaCosa,LC2,SELE,LACOSA,Entro i limiti,2,4,2,2,2,0.49,1677069.8736298,4941423.07251795
2020,Campania,Capua(CE),PonteAnnibale,V7,VOLTURNO,VOLTURNO,Superiore ai limiti,2,4,4,2,1,0.28,1587416.4953349,5031729.48994263
2020,Puglia,Ischitella,Lago di Varano,AT_VA02,Campana,Lago di Varano,Entro i limiti,4,528,1,125,1,0.058,1758538.73362276,5146726.27189449
2020,Sicilia,Monreale,Jato Fellamonica,IT19RW04301,JATO,Fiume Jato,Superiore ai limiti,9,2067,78,231,3,3.261,1461853.00775553,4574366.17718482
2020,Provincia Autonoma di Bolzano/Bozen,Salorno,al confine della provincia,11184,Adige,Fossa di Salorno,Superiore ai limiti,9,1525,23,162,1,1.06,1245402.6330106,5818423.64746561
2020,Umbria,Torgiano,Ponte Nuovo,IT10CHS3,TEVERE,Fiume Chiascio da F. Topino a F. Tevere,Superiore ai limiti,11,1179,19,103,2,2.28,1384626.62984873,5315371.15286277
2020,Puglia,Manfredonia,Torrente Cervaro,CA_CE04,Cervaro,Cervaro foce,Superiore ai limiti,4,592,9,141,3,35.7814,1769853.0793544,5089565.50700718
2020,Puglia,Troia,Fiume Celone,CA_CL01,Candelaro,Fiume Celone_18,Entro i limiti,4,596,3,142,1,0.149,1705409.85393086,5070285.93353623
2020,Provincia Autonoma di Trento,ALDENO,TORRENTE ARIONE - ALDENO,SD000116,Adige,TORRENTE ARIONE,Entro i limiti,8,945,5,120,1,0.13,1235031.73312973,5772984.46602907
2020,Provincia Autonoma di Trento,TRENTO,RIO VALSORDA ponte SS 12 MATTARELLO,SD000123,Adige,RIO VALSORDA,Entro i limiti,8,945,16,120,4,1.18,1238172.12737465,5780352.82445624
2020,Provincia Autonoma di Trento,DENNO,FOCE A VALLE DEL PONTE S.P. ANAUNIA BRIGLIA A VALLE DEL PONT,SD000514,Noce,RIO DI TUAZEN O RIO DI DENNO,Entro i limiti,12,1433,46,121,5,1.81,1230967.36076661,5822605.60658713
2020,Veneto,VILLADOSE,PONTE SP31,3032,FISSERO TARTARO CANALBIANCO,FOSSETTA OVEST,Entro i limiti,13,627,3,81,1,0.34,1325103.0883719,5630284.75549496
2020,Lazio,Latina,,F2.29,Astura,Fiume Astura 2,Entro i limiti,6,558,4,92,1,0.1,1419682.24418809,5081779.41291668
2020,Puglia,Cerignola,Torrente Carapelle,CA_CR03,Carapelle,confl. Carapellotto_foce Carapelle,Superiore ai limiti,4,588,24,140,5,6.887,1760431.46956038,5071166.06418428
2020,Emilia Romagna,VERNASCA,Ongina al ponte strada per Bertoni,1140500,ARDA,T. ONGINA,Non quantificabile,5,488,2,97,0,0.02,1098886.6211005,5593574.17667432
2020,Campania,CasalVelino(SA),AmontedellaconfluenzadelPalistro,AL4BIS,ALENTO,ALENTO,Non quantificabile,4,7,0,2,0,,1686908.70341373,4895787.24962448
2020,Sardegna,,,0109-AT50150-0008,,Stagno sa Curcurica,Non quantificabile,1,1,0,1,0,,1089637.1152797,4932113.32303999
2020,Sardegna,,,0073-CF001802-ST01,,RIU GIRASOLE,Non quantificabile,5,68,0,18,0,,1070175.93599735,4859700.39511645
2020,Toscana,SAN MINIATO,ISOLA,IT09S1297#MAS-135,,FIUME ELSA VALLE INF,Non quantificabile,4,400,40,99,0,0.281,1210966.49547144,5421300.62619966
2020,Lazio,Rieti,,L3.40,Velino,Lago di Ripasottile,Non quantificabile,6,558,2,92,0,0.1,1426344.09274986,5232785.2988702
2020,Sardegna,,,0110-CF000100-ST01,,RIU BERCHIDA,Non quantificabile,6,43,0,16,0,,1090887.14985339,4937874.47331319
2020,Sardegna,,,0176-CF000105-ST01,,FIUME COGHINAS,Non quantificabile,6,34,0,10,0,,997459.150308565,4992130.86082529
2020,Basilicata,Salandra,,IT017-CA-P07-F,Cavone,,Non quantificabile,2,180,3,83,0,0.0011,1814589.28942082,4940444.86648622
2020,Toscana,ORBETELLO,,IT09S1250#MAS-088 VTP-135B,,LAGUNA DI ORBETELLO - LEVANTE,Non quantificabile,4,400,0,99,0,,1248664.76546029,5226747.51911562
2020,Marche,,,R1101201CL,Fiume Esino,Torrente Cesola Tratto 1 C.I._A,Non quantificabile,1,3,0,3,0,,1469693.60205111,5386096.40460954
2020,Lazio,Ferentino,,L1.30,Sacco,Lago di Canterno,Non quantificabile,6,694,1,115,0,0.06,1475076.04207291,5124068.83420086
2020,Sardegna,,,0039-LA4007,,Lago Mulargia a Monte Su Rei,Non quantificabile,10,168,0,16,0,,1028420.76188219,4811698.95533784
2020,Sardegna,,,0164-CF000101-ST01,,FIUME LISCIA,Non quantificabile,6,40,0,19,0,,1025128.05505451,5008119.51448466
2020,Sardegna,,,0227-CF003000-ST01,,TORRENTE SITZERRI,Non quantificabile,2,10,0,5,0,,959639.577758786,4818932.83544211
2020,Campania,CasteldiSasso(CE),MasseriaConca,SG2,VOLTURNO,S.GIOVANNI,Non quantificabile,1,2,0,2,0,,1591181.91916646,5033720.84993489
2020,Campania,Roccadaspide(SA),SS166degliAlburni-PonteFonte,LC1,SELE,LACOSA,Non quantificabile,3,5,0,2,0,,1684125.19161848,4932294.73539487
2020,Emilia Romagna,VALSAMOGGIA,Ghiaie su via dei Ponti a Monteveglio,6002330,RENO,T. GHIAIE,Non quantificabile,4,384,6,95,0,0.052,1235792.19430368,5538620.15406504
2020,Marche,,c.da Majanesi,R1101618PO,Fiume Potenza,Rio Catignano Tratto 1 C.I._A,Non quantificabile,3,50,0,25,0,,1481633.18106331,5353936.41617331
2020,Provincia Autonoma di Trento,STORO,FIUME CHIESE - STORO,SG000025,Chiese,FIUME CHIESE,Non quantificabile,10,1180,0,119,0,,1173830.15613458,5751089.14724676
2020,Sardegna,,,0257-AT50740-0120,,Stagno di Porto Botte,Non quantificabile,2,2,0,1,0,,954863.388345998,4726535.8720295
2020,Sardegna,,,0221-CF000101-ST01,,RIU DI MARE FOGHE,Non quantificabile,8,65,1,17,0,0.163,964602.868666424,4869267.84119046
2020,Basilicata,Anzi,,IT017-BS04,Basento,,Non quantificabile,1,90,0,83,0,,1778080.07177336,4941232.57922609
2020,Molise,COLLE D'ANCHISE,MACCHIE,R14_001_018_SR_2_T_01,BIFERNO,BIFERNO,Non quantificabile,9,314,0,32,0,,1616958.9772265,5085338.49633019
2020,Molise,MORRONE DEL SANNIO,BIVIO DI LUPARA,R14_001_018_SS_3_T_01,BIFERNO,BIFERNO,Non quantificabile,9,315,0,32,0,,1645032.80286919,5125636.36761069
2020,Lazio,Montelibretti,,F4.08,Tevere Basso Corso,Fiume Tevere 3,Non quantificabile,4,372,1,92,0,0.0286,1406607.57713524,5183996.84679447
2020,Emilia Romagna,ALTA VAL TIDONE,Diga del Molato,1050200,TIDONE,INVASO DEL MOLATO,Non quantificabile,15,1485,6,98,0,0.066,1033908.01612454,5606515.15111371
2020,Puglia,Taranto,Mar Piccolo - Secondo Seno,AT_MP02,Rubafemmine,Mar Piccolo - Secondo Seno,Non quantificabile,4,576,0,137,0,,1926722.4000989,4937330.91952859
2020,Provincia Autonoma di Trento,TRENTO,FERSINA - BRIGLIA PRESSO PONTE ALTO,SD000711,Fersina,TORR. FERSINA,Non quantificabile,4,472,0,119,0,,1241571.3709858,5792430.97554309
2020,Lazio,Sperlonga,,T2.24,Fondi-Itri,Lago Lungo,Non quantificabile,4,372,3,92,0,0.03,1491731.09247422,5053521.24105933
2020,Sardegna,,,0302-LA4041,,Cixerri a Genna is Abis,Non quantificabile,8,163,2,22,0,0.005,988413.122262154,4761833.99603339
2020,Sardegna,,,0177-LA4017,,Mannu di Pattada a Monte Lerno,Non quantificabile,9,90,0,9,0,,1019815.29600351,4950779.36526648
2020,Basilicata,Lavello,,IT017-OFRR01,Ofanto,,Entro i limiti,2,180,51,83,8,0.8078,1755400.84088287,5024743.78283744
2020,Sardegna,,,0007-CF000100-ST01,,RiU Foxi,Superiore ai limiti,9,138,23,42,2,1.373,1028766.64383318,4758992.69847768
2020,Abruzzo,Pineto,Campo sportivo Pineto,R1319CL1,Calvano,CI_Calvano_1,Non quantificabile,1,52,0,46,0,,1564471.75677583,5252704.9696818
2020,Sardegna,,,0115-CF000103-ST01,,FIUME POSADA RIO MANNU,Non quantificabile,3,36,0,11,0,,1062160.15337722,4958951.366092
2020,Sardegna,,,0225-AT50500-0388,,Stagno Santa Giusta,Non quantificabile,3,5,0,3,0,,957351.468070397,4847411.28452952
2020,Lazio,Nemi,,L4.28,Incastri,Lago di Nemi,Non quantificabile,4,372,0,92,0,,1414175.83277456,5118255.88542683
2020,Veneto,TREVISO,VIALE IV NOVEMBRE,331,SILE,FIUME LIMBRAGA,Non quantificabile,4,8,0,2,0,,1366104.85991432,5726287.69815295
2020,Sardegna,,,0302-CF000101-ST02,,RIU CIXERRI,Superiore ai limiti,8,176,6,41,2,0.89,984999.382383954,4762189.67387408
2020,Sardegna,,,0164-CF000103-ST01,,FIUME LISCIA,Entro i limiti,6,103,4,44,1,0.108,1037064.73266481,5035477.54650569
2020,Puglia,Rignano Garganico,Torrente Triolo,CA_TT01,Candelaro,Torrente Triolo,Superiore ai limiti,4,596,36,142,8,47.4304,1730553.84112772,5108325.52703727
2020,Sardegna,,,0222-CF000105-ST01,,FIUME TIRSO,Superiore ai limiti,5,121,6,41,2,0.564,998823.259400034,4893725.30971358
2020,Sardegna,,,0226-CF002500-ST01,,RIU SIURRU,Superiore ai limiti,10,117,4,36,1,0.865,959792.085543595,4840834.5810751
2020,Lombardia,Borgoforte,,N00818IR1,Po- Po (Fiume),dall'Oglio alla confluenza del Mincio,Superiore ai limiti,6,709,14,110,2,0.44,1197324.97691237,5628681.4291507
2020,Toscana,FOLLONICA,,IT09S1148#MAS-600 POT-131,,INVASO BICOCCHI,Entro i limiti,3,306,2,101,1,0.194,1198634.87598207,5305759.96278062
2020,Sardegna,,,0045-CF000105-ST01,,FLUMINI DURCI - RIO DI QUIRRA,Superiore ai limiti,3,63,5,22,2,0.712,1069615.99890063,4796498.86231982
2020,Emilia Romagna,ARGENTA,Zaniolo a Conselice,7000050,DESTRA RENO,CAN. ZANIOLO,Entro i limiti,6,576,58,95,1,0.448,1318707.97825687,5551682.92637418
2020,Emilia Romagna,SISSA TRECASALI,Taro al ponte di Gramignazzo,1151500,TARO,F. TARO,Superiore ai limiti,6,601,16,100,2,2.997,1141034.65362346,5619787.7733763
2020,Veneto,TAGLIO DI PO,PO DI GNOCCA,IT051060-AT,PO,PO DI GNOCCA,Entro i limiti,4,347,24,80,3,0.9,1377391.59338626,5596235.8000587
2020,Toscana,PRATO,,IT09S1287#MAS-125,,FIUME BISENZIO MEDIO,Superiore ai limiti,5,407,13,102,1,1.303,1238393.82897409,5442788.29369537
2020,Toscana,BARBERINO TAVARNELLE,SAMBUCA VAL DI PESA,IT09S1293#MAS-131 POT-086 VTP-067,,TORRENTE PESA MONTE,Entro i limiti,4,400,23,99,2,0.346,1249560.52062544,5398292.2357966
2020,Lazio,Civita Castellana,,F5.27,Tevere Medio Corso,Fiume Tevere 2,Entro i limiti,10,1150,2,115,1,6E-05,1387108.1516406,5213586.71110559
2020,Puglia,Gravina in Puglia,Fiume Bradano,CA_BR01,Bradano,Bradano_reg.,Superiore ai limiti,4,580,9,138,3,0.93,1827713.89053966,4981572.65722878
2020,Puglia,Foggia,Torrente Cervaro,CA_CE03,Cervaro,Cervaro_16_2,Superiore ai limiti,4,596,24,142,8,112.2078,1744149.98734103,5075530.62679403
2020,Puglia,Sant'Agata di Puglia,Torrente Carapelle,CA_CR01,Carapelle,Carapelle_18,Superiore ai limiti,4,480,5,113,2,1.25,1721846.89429223,5034691.36585142
2020,Puglia,Zapponeta,Torrente Carapelle,CA_CR04,Carapelle,Foce Carapelle,Superiore ai limiti,4,592,8,141,3,1.99,1772268.15618235,5084970.40318499
